title,link,subtitle,price,area,property_details
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16974253-1150-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹16,000",1150 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/16958385-1000-sqft-1-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹7,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16865863-1800-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹19,000",1800 sq.ft,Fully furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16906803-1700-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹20,000",1700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16840359-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹14,000",2000 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16892888-900-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹15,000",900 sq.ft,Semi furnished
1 BHK Independent House for rent in Matiyari,https://housing.com/rent/17188169-150-sqft-1-bhk-independent-house-on-rent-in-matiyari-lucknow,Not Found,"₹5,000",150 sq.ft,Fully furnished
1 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17189644-500-sqft-1-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹6,000",500 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/17191325-500-sqft-1-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹3,000",500 sq.ft,Un-furnished
2 BHK Independent House for rent in Fazullaganj,https://housing.com/rent/17192136-1200-sqft-2-bhk-independent-house-on-rent-in-fazullaganj-lucknow,Not Found,"₹10,000",1200 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17192690-800-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹8,000",800 sq.ft,Semi furnished
2 BHK Independent House for rent in Daulatganj,https://housing.com/rent/17194799-1000-sqft-2-bhk-independent-house-on-rent-in-daulatganj-lucknow,Not Found,"₹11,000",1000 sq.ft,Un-furnished
1 BHK Independent House for rent in Hazratganj,https://housing.com/rent/17185481-500-sqft-1-bhk-independent-house-on-rent-in-hazratganj-lucknow,Not Found,"₹6,000",500 sq.ft,Semi furnished
2 BHK Independent House for rent in Phool Bagh Colony,https://housing.com/rent/17186636-400-sqft-2-bhk-independent-house-on-rent-in-phool-bagh-colony-lucknow,Not Found,"₹6,000",400 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17187226-800-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹9,000",800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Semra,https://housing.com/rent/17191075-1000-sqft-2-bhk-independent-floor-on-rent-in-semra-lucknow,Viraj Lotus Enclave Phase 2 Bbd Green City,"₹8,000",1000 sq.ft,Semi furnished
1 RK Independent House for rent in Haibat Mau Mawaiya,https://housing.com/rent/17191375-600-sqft-1-rk-independent-house-on-rent-in-haibat-mau-mawaiya-lucknow,Not Found,"₹4,000",600 sq.ft,Un-furnished
2.5 BHK Independent House for rent in Lolai,https://housing.com/rent/17191920-1500-sqft-2.5-bhk-independent-house-on-rent-in-lolai-lucknow,Not Found,"₹25,000",1500 sq.ft,Semi furnished
3 BHK Independent House for rent in Chinhat,https://housing.com/rent/17192957-1500-sqft-3-bhk-independent-house-on-rent-in-chinhat-lucknow,Not Found,"₹14,000",1500 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Krishna Nagar,https://housing.com/rent/17193289-450-sqft-1-rk-independent-floor-on-rent-in-krishna-nagar-lucknow,Not Found,"₹6,000",450 sq.ft,Fully furnished
2 BHK Independent House for rent in Kalyanpur (East),https://housing.com/rent/17193132-700-sqft-2-bhk-independent-house-on-rent-in-kalyanpur-(east)-lucknow,Not Found,"₹15,000",700 sq.ft,Un-furnished
2 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/16851770-1000-sqft-2-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹5,000",1000 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/16863327-1300-sqft-2-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹8,000",1300 sq.ft,Semi furnished
2.5 BHK Independent Builder Floor for rent in Jankipuram Extension,https://housing.com/rent/16867801-654-sqft-2.5-bhk-independent-floor-on-rent-in-jankipuram-extension-lucknow,Not Found,"₹6,000",654 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16868083-1660-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹22,000",1660 sq.ft,Un-furnished
1 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17175993-1000-sqft-1-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹7,000",1000 sq.ft,Semi furnished
2 BHK Independent House for rent in Matiyari,https://housing.com/rent/17176069-1000-sqft-2-bhk-independent-house-on-rent-in-matiyari-lucknow,Not Found,"₹10,000",1000 sq.ft,Semi furnished
1.5 BHK Flat for rent in LDA Colony,https://housing.com/rent/17176076-650-sqft-1.5-bhk-apartment-on-rent-in-lda-colony-lucknow,Not Found,"₹5,500",650 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Kursi Road,https://housing.com/rent/17176698-1200-sqft-1-bhk-independent-floor-on-rent-in-kursi-road-lucknow,Not Found,"₹7,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/17178206-800-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹10,000",800 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/17180201-200-sqft-1-rk-independent-floor-on-rent-in-alambagh-lucknow,Not Found,"₹3,000",200 sq.ft,Semi furnished
2 BHK Independent House for rent in Alambagh,https://housing.com/rent/17183395-1000-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹7,000",1000 sq.ft,Semi furnished
1 RK Independent House for rent in Gomti Nagar,https://housing.com/rent/17183455-200-sqft-1-rk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹2,500",200 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/17183669-1000-sqft-2-bhk-independent-floor-on-rent-in-arjunganj-lucknow,Not Found,"₹7,500",1000 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/17176016-500-sqft-1-bhk-independent-floor-on-rent-in-lda-colony-lucknow,LDA Aslesa Apartments,"₹3,000",500 sq.ft,Semi furnished
2 BHK Flat for rent in Amausi,https://housing.com/rent/17177474-1000-sqft-2-bhk-apartment-on-rent-in-amausi-lucknow,Not Found,"₹10,000",1000 sq.ft,Un-furnished
2 BHK Independent House for rent in Kursi Road,https://housing.com/rent/16855587-900-sqft-2-bhk-independent-house-on-rent-in-kursi-road-lucknow,Not Found,"₹8,000",900 sq.ft,Semi furnished
2 BHK Independent House for rent in Rajajipuram,https://housing.com/rent/16849341-500-sqft-2-bhk-independent-house-on-rent-in-rajajipuram-lucknow,Not Found,"₹7,600",500 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/16837377-500-sqft-1-bhk-independent-floor-on-rent-in-chinhat-lucknow,Not Found,"₹4,500",500 sq.ft,Semi furnished
1.5 BHK Independent Builder Floor for rent in Krishna Nagar,https://housing.com/rent/17167863-750-sqft-1.5-bhk-independent-floor-on-rent-in-krishna-nagar-lucknow,Not Found,"₹10,000",750 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Bangla Bazar,https://housing.com/rent/17169063-950-sqft-2-bhk-independent-floor-on-rent-in-bangla-bazar-lucknow,Not Found,"₹11,000",950 sq.ft,Un-furnished
1 RK Flat for rent in The Mall Avenue,https://housing.com/rent/17170645-1200-sqft-1-rk-apartment-on-rent-in-the-mall-avenue-lucknow,Not Found,"₹20,000",1200 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17171712-250-sqft-1-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹5,000",250 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17173968-150-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹5,000",150 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17168176-700-sqft-1-bhk-independent-floor-on-rent-in-matiyari-lucknow,Not Found,"₹4,000",700 sq.ft,Un-furnished
2 BHK Independent House for rent in Kamta,https://housing.com/rent/17169963-700-sqft-2-bhk-independent-house-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹9,000",700 sq.ft,Un-furnished
1 RK Flat for rent in Sevai,https://housing.com/rent/17172730-380-sqft-1-rk-apartment-on-rent-in-sevai-lucknow,Not Found,"₹6,000",380 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/17173074-1000-sqft-2-bhk-independent-floor-on-rent-in-alambagh-lucknow,Not Found,"₹15,000",1000 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/17174065-400-sqft-1-rk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹3,500",400 sq.ft,Semi furnished
1 RK Independent House for rent in Hasanganj,https://housing.com/rent/16185522-1750-sqft-1-rk-independent-house-on-rent-in-hasanganj-lucknow,Not Found,"₹7,000",1750 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Bijnor,https://housing.com/rent/16824783-1200-sqft-3-bhk-independent-floor-on-rent-in-bijnor-lucknow,Not Found,"₹7,200",1200 sq.ft,Un-furnished
2 BHK Villa for rent in Krishna Nagar,https://housing.com/rent/17161687-600-sqft-2-bhk-villa-on-rent-in-krishna-nagar-lucknow,Not Found,"₹7,000",600 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/17166431-1000-sqft-2-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹8,000",1000 sq.ft,Semi furnished
2 BHK Independent House for rent in Ahmamau,https://housing.com/rent/17166623-1500-sqft-2-bhk-independent-house-on-rent-in-ahmamau-lucknow,Not Found,"₹10,000",1500 sq.ft,Un-furnished
1 BHK Independent House for rent in Telibagh,https://housing.com/rent/17166728-150-sqft-1-bhk-independent-house-on-rent-in-telibagh-lucknow,Not Found,"₹3,000",150 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/17166837-500-sqft-1-rk-independent-floor-on-rent-in-alambagh-lucknow,Not Found,"₹4,000",500 sq.ft,Semi furnished
1 BHK Flat for rent in Bakshi Ka Talab,https://housing.com/rent/17166918-640-sqft-1-bhk-apartment-on-rent-in-bakshi-ka-talab-lucknow,Buildia Galaxy,"₹15,000",640 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17159950-1000-sqft-1-bhk-independent-floor-on-rent-in-matiyari-lucknow,DShakti Shakti City,"₹5,000",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17161656-1600-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹10,000",1600 sq.ft,Semi furnished
1.5 BHK Independent House for rent in Sanjay Gandhi Puram,https://housing.com/rent/17162798-400-sqft-1.5-bhk-independent-house-on-rent-in-sanjay-gandhi-puram-lucknow,Not Found,"₹5,000",400 sq.ft,Semi furnished
2 BHK Independent House for rent in Chinhat,https://housing.com/rent/17164114-800-sqft-2-bhk-independent-house-on-rent-in-chinhat-lucknow,Not Found,"₹8,000",800 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17166267-400-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹8,000",400 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Vikas Nagar,https://housing.com/rent/17167077-255-sqft-1-rk-independent-floor-on-rent-in-vikas-nagar-lucknow,Not Found,"₹5,000",255 sq.ft,Un-furnished
2 BHK Independent House for rent in Transport Nagar,https://housing.com/rent/17023072-600-sqft-2-bhk-independent-house-on-rent-in-transport-nagar-lucknow,Not Found,"₹6,000",600 sq.ft,Semi furnished
3 BHK Independent House for rent in Matiyari,https://housing.com/rent/17023492-2100-sqft-3-bhk-independent-house-on-rent-in-matiyari-lucknow,Not Found,"₹15,000",2100 sq.ft,Semi furnished
1 BHK Villa for rent in Kamta,https://housing.com/rent/17154423-800-sqft-1-bhk-villa-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹5,000",800 sq.ft,Fully furnished
1 RK Independent House for rent in Amausi,https://housing.com/rent/17155589-150-sqft-1-rk-independent-house-on-rent-in-amausi-lucknow,Not Found,"₹2,500",150 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17156108-150-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹3,500",150 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/17157093-500-sqft-2-bhk-independent-floor-on-rent-in-aliganj-lucknow,Not Found,"₹5,000",500 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17157591-150-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹8,000",150 sq.ft,Fully furnished
2.5 BHK Independent House for rent in Fazullaganj,https://housing.com/rent/17157814-500-sqft-2.5-bhk-independent-house-on-rent-in-fazullaganj-lucknow,Not Found,"₹10,000",500 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17150647-450-sqft-1-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹6,500",450 sq.ft,Un-furnished
1 BHK Independent House for rent in Lalbagh,https://housing.com/rent/17150892-250-sqft-1-bhk-independent-house-on-rent-in-lalbagh-lucknow,Not Found,"₹7,000",250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17155031-1000-sqft-2-bhk-independent-floor-on-rent-in-matiyari-lucknow,Not Found,"₹10,000",1000 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Butler Colony,https://housing.com/rent/17155674-2000-sqft-3-bhk-independent-floor-on-rent-in-butler-colony-lucknow,Not Found,"₹25,000",2000 sq.ft,Semi furnished
1.5 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17157825-100-sqft-1.5-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹6,000",100 sq.ft,Un-furnished
3 BHK Independent House for rent in Omaxe City,https://housing.com/rent/17158462-1800-sqft-3-bhk-independent-house-on-rent-in-omaxe-city-lucknow,Not Found,"₹18,000",1800 sq.ft,Semi furnished
2 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/17148458-800-sqft-2-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹6,000",800 sq.ft,Un-furnished
2 BHK Independent House for rent in Kursi Road,https://housing.com/rent/17035343-1200-sqft-2-bhk-independent-house-on-rent-in-kursi-road-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Independent House for rent in Kamta,https://housing.com/rent/17030782-750-sqft-2-bhk-independent-house-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹8,000",750 sq.ft,Fully furnished
1 RK Independent Builder Floor for rent in Nijampur Malhaur,https://housing.com/rent/16848432-550-sqft-1-rk-independent-floor-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹5,000",550 sq.ft,Un-furnished
1 BHK Independent House for rent in LDA Colony,https://housing.com/rent/17141925-750-sqft-1-bhk-independent-house-on-rent-in-lda-colony-lucknow,Not Found,"₹12,000",750 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17141936-300-sqft-1-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹3,000",300 sq.ft,Semi furnished
2 BHK Independent House for rent in Lakshvar Vajaha,https://housing.com/rent/17142081-1500-sqft-2-bhk-independent-house-on-rent-in-lakshvar-vajaha-barabanki,Not Found,"₹15,000",1500 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17142784-1500-sqft-3-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹22,000",1500 sq.ft,Fully furnished
3 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17147581-1200-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹12,000",1200 sq.ft,Un-furnished
6 BHK Villa for rent in Gomti Nagar Extension,https://housing.com/rent/17148942-2000-sqft-6-bhk-villa-on-rent-in-gomti-nagar-lucknow,Not Found,"₹75,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17149818-1200-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹10,000",1200 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/17150407-600-sqft-1-bhk-independent-floor-on-rent-in-alambagh-lucknow,Not Found,"₹8,000",600 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Daulatganj,https://housing.com/rent/17145749-1000-sqft-2-bhk-independent-floor-on-rent-in-daulatganj-lucknow,Not Found,"₹8,000",1000 sq.ft,Un-furnished
1 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17145751-150-sqft-1-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹6,000",150 sq.ft,Semi furnished
2 BHK Penthouse for rent in Gomti Nagar Extension,https://housing.com/rent/17149029-500-sqft-2-bhk-penthouse-on-rent-in-gomti-nagar-lucknow,Not Found,"₹10,000",500 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Uattardhona,https://housing.com/rent/17149317-500-sqft-1-bhk-independent-floor-on-rent-in-uattardhona-lucknow,Not Found,"₹3,500",500 sq.ft,Fully furnished
2 BHK Independent House for rent in Krishna Nagar,https://housing.com/rent/17149915-650-sqft-2-bhk-independent-house-on-rent-in-krishna-nagar-lucknow,Not Found,"₹12,000",650 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/17150316-1000-sqft-1-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹4,500",1000 sq.ft,Un-furnished
2 BHK Independent House for rent in Nilmatha,https://housing.com/rent/16840380-800-sqft-2-bhk-independent-house-on-rent-in-nilmatha-lucknow,Not Found,"₹5,500",800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/16800458-850-sqft-2-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹8,500",850 sq.ft,Semi furnished
2 BHK Independent House for rent in Aurangabad Khalsa,https://housing.com/rent/16798255-1210-sqft-2-bhk-independent-house-on-rent-in-aurangabad-khalsa-lucknow,Not Found,"₹10,000",1210 sq.ft,Fully furnished
2 BHK Independent House for rent in Aliganj,https://housing.com/rent/17153971-1000-sqft-2-bhk-independent-house-on-rent-in-aliganj-lucknow,Not Found,"₹5,500",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16767595-1200-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹11,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/16769224-1400-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹10,000",1400 sq.ft,Semi furnished
4 BHK Independent House for rent in Phool Bagh Colony,https://housing.com/rent/16766082-2200-sqft-4-bhk-independent-house-on-rent-in-phool-bagh-colony-lucknow,Not Found,"₹22,000",2200 sq.ft,Un-furnished
2 BHK Independent House for rent in Nijampur Malhaur,https://housing.com/rent/16764847-1250-sqft-2-bhk-independent-house-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹10,000",1250 sq.ft,Semi furnished
2.5 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/17134333-1500-sqft-2.5-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17134901-200-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹2,500",200 sq.ft,Semi furnished
2 BHK Independent House for rent in Dubagga,https://housing.com/rent/17138171-700-sqft-2-bhk-independent-house-on-rent-in-dubagga-lucknow,Not Found,"₹6,000",700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17140574-400-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹6,000",400 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Telibagh,https://housing.com/rent/17136272-1500-sqft-3-bhk-independent-floor-on-rent-in-telibagh-lucknow,Not Found,"₹15,000",1500 sq.ft,Fully furnished
1 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17138546-1000-sqft-1-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹7,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17140119-500-sqft-2-bhk-independent-floor-on-rent-in-matiyari-lucknow,Not Found,"₹4,000",500 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Chandralok,https://housing.com/rent/17140750-200-sqft-1-bhk-independent-floor-on-rent-in-chandralok-lucknow,Not Found,"₹5,000",200 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17141265-500-sqft-1-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹4,000",500 sq.ft,Fully furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/17141288-1900-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹20,000",1900 sq.ft,Semi furnished
3 BHK Independent House for rent in Telibagh,https://housing.com/rent/16722488-1250-sqft-3-bhk-independent-house-on-rent-in-telibagh-lucknow,Not Found,"₹12,000",1250 sq.ft,Semi furnished
3 BHK Independent House for rent in Neel Matha,https://housing.com/rent/16698542-1000-sqft-3-bhk-independent-house-on-rent-in-neel-matha-lucknow,Not Found,"₹15,000",1000 sq.ft,Fully furnished
3 BHK Independent House for rent in Preeti Nagar,https://housing.com/rent/16708200-1400-sqft-3-bhk-independent-house-on-rent-in-preeti-nagar-lucknow,Not Found,"₹16,000",1400 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/16689759-500-sqft-2-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹7,500",500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Barel,https://housing.com/rent/16686629-500-sqft-2-bhk-independent-floor-on-rent-in-barel-barabanki,Not Found,"₹3,000",500 sq.ft,Semi furnished
1 BHK Flat for rent in Nijampur Malhaur,https://housing.com/rent/16664296-150-sqft-1-bhk-apartment-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹6,500",150 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/16637794-2000-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹8,000",2000 sq.ft,Fully furnished
3 BHK Flat for rent in Jankipuram,https://housing.com/rent/16642436-1580-sqft-3-bhk-apartment-on-rent-in-jankipuram-lucknow,LDA Janeshwar Enclave,"₹27,000",1580 sq.ft,Un-furnished
2 BHK Flat for rent in Alambagh,https://housing.com/rent/16624500-1000-sqft-2-bhk-apartment-on-rent-in-alambagh-lucknow,Not Found,"₹13,500",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/13921799-760-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹10,000",760 sq.ft,Fully furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/16551201-1200-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Uattardhona,https://housing.com/rent/16530418-1000-sqft-2-bhk-independent-floor-on-rent-in-uattardhona-lucknow,Not Found,"₹10,500",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Jankipuram Vistar,https://housing.com/rent/16528388-1200-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-vistar-lucknow,IBIS Jankipuram Villas,"₹16,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/16513585-750-sqft-2-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹6,000",750 sq.ft,Semi furnished
3 BHK Flat for rent in Kursi Road,https://housing.com/rent/16475755-2100-sqft-3-bhk-apartment-on-rent-in-kursi-road-lucknow,Not Found,"₹15,000",2100 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/16445768-300-sqft-1-rk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹3,000",300 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/16436896-1250-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹8,000",1250 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/16431887-550-sqft-1-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹6,500",550 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Bangla Bazar,https://housing.com/rent/16436138-1200-sqft-2-bhk-independent-floor-on-rent-in-bangla-bazar-lucknow,Not Found,"₹20,000",1200 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Husainganj,https://housing.com/rent/16412202-300-sqft-1-rk-independent-floor-on-rent-in-husainganj-lucknow,Not Found,"₹4,200",300 sq.ft,Semi furnished
4 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16411540-2000-sqft-4-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹15,000",2000 sq.ft,Semi furnished
1 RK Independent House for rent in Kanausi,https://housing.com/rent/13585155-900-sqft-1-rk-independent-house-on-rent-in-kanausi-lucknow,Not Found,"₹4,500",900 sq.ft,Semi furnished
2 BHK Flat for rent in Chowk,https://housing.com/rent/17145026-950-sqft-2-bhk-apartment-on-rent-in-chowk-lucknow,Not Found,"₹13,000",950 sq.ft,Semi furnished
