title,link,subtitle,price,area,property_details
3 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/12224492-1500-sqft-3-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
1 BHK Independent House for rent in Alambagh,https://housing.com/rent/11585811-410-sqft-1-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹5,000",410 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17057560-1500-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹15,500",1500 sq.ft,Semi furnished
3 BHK Flat for rent in Jankipuram,https://housing.com/rent/17052098-900-sqft-3-bhk-apartment-on-rent-in-madion-lucknow,Not Found,"₹18,000",900 sq.ft,Un-furnished
1 BHK Independent House for rent in Phool Bagh Colony,https://housing.com/rent/16985867-200-sqft-1-bhk-independent-house-on-rent-in-phool-bagh-colony-lucknow,A And S Aman Heights,"₹3,500",200 sq.ft,Un-furnished
3.5 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/16976823-3200-sqft-3.5-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹27,000",3200 sq.ft,Semi furnished
2.5 BHK Independent House for rent in Kasimpur Viruha,https://housing.com/rent/16977143-2200-sqft-2.5-bhk-independent-house-on-rent-in-kasimpur-viruha-lucknow,Wing Lucknow Greens Villa,"₹9,000",2200 sq.ft,Un-furnished
1 RK Independent House for rent in Indira Nagar,https://housing.com/rent/15996074-250-sqft-1-rk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹5,000",250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/7231036-2500-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹15,000",2500 sq.ft,Fully furnished
3 BHK Flat for rent in Arjunganj,https://housing.com/rent/11034269-1995-sqft-3-bhk-apartment-on-rent-in-arjunganj-lucknow-v2,Omaxe Residency II,"₹25,000",1995 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Nijampur Malhaur,https://housing.com/rent/15416715-1500-sqft-1-rk-independent-floor-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
2 BHK Independent House for rent in Nijampur Malhaur,https://housing.com/rent/12433454-1000-sqft-2-bhk-independent-house-on-rent-in-nijampur-malhaur-lucknow,Not Found,"₹15,000",1000 sq.ft,Semi furnished
2 BHK Independent House for rent in Aliganj,https://housing.com/rent/9532680-1000-sqft-2-bhk-independent-house-on-rent-in-aliganj-lucknow,Not Found,"₹16,000",1000 sq.ft,Semi furnished
1 BHK Independent House for rent in Budheshwar,https://housing.com/rent/10730313-500-sqft-1-bhk-independent-house-on-rent-in-budheshwar-lucknow,Not Found,"₹5,800",500 sq.ft,Un-furnished
3 BHK Flat for rent in Triveni Nagar,https://housing.com/rent/16504296-1164-sqft-3-bhk-apartment-on-rent-in-triveni-nagar-lucknow,Eldeco Park View,"₹26,000",1164 sq.ft,Semi furnished
5 BHK Villa for rent in Ashiyana,https://housing.com/rent/16998624-6000-sqft-5-bhk-villa-on-rent-in-ashiyana-lucknow,Not Found,"₹55,000",6000 sq.ft,Semi furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16998797-1765-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Rishita Manhattan,"₹22,000",1765 sq.ft,Semi furnished
3 BHK Independent House for rent in Sushant Golf City,https://housing.com/rent/14996190-2600-sqft-3-bhk-independent-house-on-rent-in-golf-city-lucknow,Not Found,"₹30,000",2600 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/16968279-1000-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹10,000",1000 sq.ft,Semi furnished
3 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/14803795-2500-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹50,000",2500 sq.ft,Semi furnished
2 BHK Independent House for rent in Sarojini Nagar,https://housing.com/rent/17040748-800-sqft-2-bhk-independent-house-on-rent-in-sarojini-nagar-lucknow,Nakshatra Greens,"₹5,000",800 sq.ft,Semi furnished
2 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/12058381-480-sqft-2-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹9,000",480 sq.ft,Semi furnished
3 BHK Flat for rent in Uattardhona,https://housing.com/rent/17007998-1610-sqft-3-bhk-apartment-on-rent-in-uattardhona-lucknow,Omega Windsor Greens,"₹25,000",1610 sq.ft,Semi furnished
3 BHK Independent House for rent in Rajajipuram,https://housing.com/rent/14849054-1600-sqft-3-bhk-independent-house-on-rent-in-rajajipuram-lucknow,Not Found,"₹15,000",1600 sq.ft,Semi furnished
3 BHK Flat for rent in Dashauli,https://housing.com/rent/16980162-1350-sqft-3-bhk-apartment-on-rent-in-dashauli-lucknow,Not Found,"₹17,500",1350 sq.ft,Semi furnished
4 BHK Independent Builder Floor for rent in Sarai Shekh,https://housing.com/rent/16977471-2000-sqft-4-bhk-independent-floor-on-rent-in-sarai-shekh-lucknow,Not Found,"₹16,000",2000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Kalyanpur (West),https://housing.com/rent/14265904-1200-sqft-2-bhk-independent-floor-on-rent-in-kalyanpur-(west)-lucknow,Not Found,"₹9,000",1200 sq.ft,Un-furnished
1.5 BHK Independent Builder Floor for rent in Sarojini Nagar,https://housing.com/rent/16985997-550-sqft-1.5-bhk-independent-floor-on-rent-in-sarojini-nagar-lucknow,Not Found,"₹7,000",550 sq.ft,Fully furnished
1 RK Flat for rent in Hazratganj,https://housing.com/rent/11833092-150-sqft-1-rk-apartment-on-rent-in-hazratganj-lucknow-v2,Not Found,"₹4,999",150 sq.ft,Semi furnished
2 BHK Independent House for rent in Krishna Nagar,https://housing.com/rent/14190534-1100-sqft-2-bhk-independent-house-on-rent-in-krishna-nagar-lucknow,Not Found,"₹8,500",1100 sq.ft,Semi furnished
3 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/17021554-1532-sqft-3-bhk-apartment-on-rent-in-golf-city-lucknow,Okas Residency,"₹24,000",1532 sq.ft,Semi furnished
2 BHK Flat for rent in Jiamau,https://housing.com/rent/10870843-800-sqft-2-bhk-apartment-on-rent-in-jiamau-lucknow-v2,Not Found,"₹16,000",800 sq.ft,Un-furnished
2 BHK Independent House for rent in Bijnor,https://housing.com/rent/14944369-1200-sqft-2-bhk-independent-house-on-rent-in-bijnor-lucknow-v2,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/10776067-1115-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow-v2,Not Found,"₹13,000",1115 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Baraulikhalilabad,https://housing.com/rent/16997281-1350-sqft-3-bhk-independent-floor-on-rent-in-baraulikhalilabad-lucknow,Not Found,"₹16,000",1350 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/16957897-150-sqft-1-rk-independent-floor-on-rent-in-ahmamau-lucknow,Kalyani Estate,"₹6,500",150 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Semra,https://housing.com/rent/16958669-450-sqft-2-bhk-independent-floor-on-rent-in-semra-lucknow,Not Found,"₹6,000",450 sq.ft,Semi furnished
5 BHK Independent House for rent in Fazullaganj,https://housing.com/rent/16963845-2500-sqft-5-bhk-independent-house-on-rent-in-fazullaganj-lucknow,LDM Sopan Enclave,"₹35,000",2500 sq.ft,Un-furnished
3 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16962717-1600-sqft-3-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Ansal Sushant Golf City,"₹20,000",1600 sq.ft,Semi furnished
1 BHK Independent House for rent in Alambagh,https://housing.com/rent/15041731-450-sqft-1-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹4,000",450 sq.ft,Semi furnished
3 BHK Independent House for rent in Para,https://housing.com/rent/11593093-1000-sqft-3-bhk-independent-house-on-rent-in-para-lucknow-v2,Not Found,"₹11,000",1000 sq.ft,Fully furnished
1 RK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/17038904-250-sqft-1-rk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹4,000",250 sq.ft,Semi furnished
2 BHK Independent House for rent in Jankipuram,https://housing.com/rent/17031669-1200-sqft-2-bhk-independent-house-on-rent-in-madion-lucknow,Not Found,"₹10,500",1200 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/15293053-700-sqft-2-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹7,000",700 sq.ft,Fully furnished
2 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/16975893-1039-sqft-2-bhk-apartment-on-rent-in-golf-city-lucknow,Kiara Residency,"₹18,000",1039 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/13801990-1560-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow-v2,Not Found,"₹16,000",1560 sq.ft,Semi furnished
3 BHK Flat for rent in Semra,https://housing.com/rent/14705627-1604-sqft-3-bhk-apartment-on-rent-in-semra-lucknow-v2,Viraj BBD Green City Sunbreeze 1,"₹25,500",1604 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/14367778-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Silicon Town,"₹10,000",1250 sq.ft,Un-furnished
2 BHK Flat for rent in Butler Colony,https://housing.com/rent/6312929-1250-sqft-2-bhk-apartment-on-rent-in-butler-colony-lucknow-2,Unitech Legacy,"₹25,000",1250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Kursi Road,https://housing.com/rent/15851224-450-sqft-2-bhk-independent-floor-on-rent-in-kursi-road-lucknow,Not Found,"₹5,000",450 sq.ft,Fully furnished
10 BHK Villa for rent in Transport Nagar,https://housing.com/rent/6413252-10000-sqft-10-bhk-villa-on-rent-in-transport-nagar-lucknow-2,Not Found,"₹3,00,000",10000 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/5290157-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹14,000",1250 sq.ft,Semi furnished
2 BHK Villa for rent in Mutkkipur,https://housing.com/rent/6308065-1200-sqft-2-bhk-villa-on-rent-in-madiyava-lucknow,Eldeco Regalia Villa,"₹16,000",1200 sq.ft,Semi furnished
2 BHK Flat for rent in Arjunganj,https://housing.com/rent/15942322-685-sqft-2-bhk-apartment-on-rent-in-arjunganj-lucknow,Not Found,"₹11,000",685 sq.ft,Un-furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/16369511-1000-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹13,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vikas Nagar,https://housing.com/rent/16489679-1377-sqft-2-bhk-independent-floor-on-rent-in-vikas-nagar-lucknow,Not Found,"₹15,500",1377 sq.ft,Semi furnished
11 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/16966216-6200-sqft-11-bhk-independent-house-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹1,20,000",6200 sq.ft,Un-furnished
3 BHK Flat for rent in Arjunganj,https://housing.com/rent/17030668-1450-sqft-3-bhk-apartment-on-rent-in-arjunganj-lucknow,Omaxe Residency,"₹25,000",1450 sq.ft,Semi furnished
3 BHK Flat for rent in Chinhat,https://housing.com/rent/17028224-1550-sqft-3-bhk-apartment-on-rent-in-chinhat-lucknow,Ram Gold Line Residency,"₹14,000",1550 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/7949161-1500-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow-v2,Euphoria,"₹19,000",1500 sq.ft,Semi furnished
4 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/13166541-1500-sqft-4-bhk-apartment-on-rent-in-golf-city-lucknow,Celebrity Meadows Tower M,"₹25,000",1500 sq.ft,Semi furnished
2 BHK Flat for rent in Kabir Pur,https://housing.com/rent/16378328-1080-sqft-2-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Sahu City Phase 2 Pearl Block,"₹12,500",1080 sq.ft,Semi furnished
1 RK Independent House for rent in Krishna Nagar,https://housing.com/rent/14168831-275-sqft-1-rk-independent-house-on-rent-in-krishna-nagar-lucknow,Not Found,"₹4,200",275 sq.ft,Semi furnished
4 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16947711-2055-sqft-4-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Azeagaia Azea Botanica,"₹45,000",2055 sq.ft,Semi furnished
2.5 BHK Flat for rent in Para,https://housing.com/rent/16949205-1200-sqft-2.5-bhk-apartment-on-rent-in-para-lucknow,Not Found,"₹7,000",1200 sq.ft,Semi furnished
3 BHK Villa for rent in Mubarakpur,https://housing.com/rent/16949663-1575-sqft-3-bhk-villa-on-rent-in-mubarakpur-lucknow,Eldeco City,"₹25,000",1575 sq.ft,Semi furnished
3 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/13016990-1236-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹16,000",1236 sq.ft,Semi furnished
2 BHK Independent House for rent in Alambagh,https://housing.com/rent/14790007-660-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹7,000",660 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Daulatganj,https://housing.com/rent/15048710-700-sqft-3-bhk-independent-floor-on-rent-in-daulatganj-lucknow,Not Found,"₹8,000",700 sq.ft,Un-furnished
4.5 BHK Independent Builder Floor for rent in Sushant Golf City,https://housing.com/rent/16950917-3150-sqft-4.5-bhk-independent-floor-on-rent-in-golf-city-lucknow,Not Found,"₹45,000",3150 sq.ft,Semi furnished
2 BHK Flat for rent in Indira Nagar,https://housing.com/rent/17019742-800-sqft-2-bhk-apartment-on-rent-in-indira-nagar-lucknow,Not Found,"₹12,000",800 sq.ft,Semi furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/15798564-850-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹8,500",850 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sarojini Nagar,https://housing.com/rent/16748296-625-sqft-2-bhk-independent-floor-on-rent-in-sarojini-nagar-lucknow,Not Found,"₹6,500",625 sq.ft,Un-furnished
2.5 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17019264-1600-sqft-2.5-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹30,000",1600 sq.ft,Fully furnished
1 BHK Flat for rent in Eldeco II,https://housing.com/rent/17021778-342-sqft-1-bhk-apartment-on-rent-in-eldeco-ii-lucknow,Eldeco Saksham At Samridhi Udyan 2,"₹12,000",342 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/14684447-800-sqft-2-bhk-independent-floor-on-rent-in-arjunganj-lucknow,Not Found,"₹10,000",800 sq.ft,Semi furnished
3 BHK Independent House for rent in Qaiserbagh,https://housing.com/rent/16934165-1200-sqft-3-bhk-independent-house-on-rent-in-qaiserbagh-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Flat for rent in Ahmamau,https://housing.com/rent/16938943-1400-sqft-2-bhk-apartment-on-rent-in-ahmamau-lucknow,Chandra Panorama,"₹30,000",1400 sq.ft,Fully furnished
3 BHK Villa for rent in LDA Colony,https://housing.com/rent/16936317-2100-sqft-3-bhk-villa-on-rent-in-lda-colony-lucknow,Not Found,"₹21,000",2100 sq.ft,Semi furnished
3 BHK Independent House for rent in Jankipuram Extension,https://housing.com/rent/12392981-1500-sqft-3-bhk-independent-house-on-rent-in-jankipuram-extension-lucknow,Not Found,"₹10,000",1500 sq.ft,Semi furnished
3 BHK Independent House for rent in Aliganj,https://housing.com/rent/14203983-1500-sqft-3-bhk-independent-house-on-rent-in-aliganj-lucknow,Not Found,"₹11,000",1500 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16067340-250-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹10,000",250 sq.ft,Fully furnished
1 RK Independent House for rent in Krishna Nagar,https://housing.com/rent/13261113-300-sqft-1-rk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹3,500",300 sq.ft,Fully furnished
2 BHK Independent House for rent in Alambagh,https://housing.com/rent/13816629-950-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹13,000",950 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/7286999-1000-sqft-3-bhk-independent-floor-on-rent-in-arjunganj-lucknow-v2,Not Found,"₹12,000",1000 sq.ft,Semi furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/12900573-2350-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow-v2,Not Found,"₹20,000",2350 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/12199100-150-sqft-1-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹5,000",150 sq.ft,Semi furnished
2 BHK Independent House for rent in Ashiyana,https://housing.com/rent/9024896-1000-sqft-2-bhk-independent-house-on-rent-in-ashiyana-lucknow-v2,Not Found,"₹14,000",1000 sq.ft,Semi furnished
4 BHK Flat for rent in Butler Colony,https://housing.com/rent/16944729-4566-sqft-4-bhk-apartment-on-rent-in-butler-colony-lucknow,Shalimar Imperial,"₹45,000",4566 sq.ft,Fully furnished
4 BHK Flat for rent in Transport Nagar,https://housing.com/rent/15425601-2315-sqft-4-bhk-apartment-on-rent-in-transport-nagar-lucknow,Not Found,"₹18,000",2315 sq.ft,Semi furnished
2 BHK Independent House for rent in Misripur,https://housing.com/rent/14957173-1200-sqft-2-bhk-independent-house-on-rent-in-misripur-lucknow-2,Not Found,"₹10,000",1200 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/13332917-400-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow-v2,Not Found,"₹6,000",400 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17015388-1400-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Manas Enclave,"₹15,000",1400 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Arjunganj,https://housing.com/rent/16218969-1300-sqft-1-bhk-independent-floor-on-rent-in-arjunganj-lucknow,Not Found,"₹8,000",1300 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/15021494-1700-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹15,000",1700 sq.ft,Semi furnished
3 BHK Flat for rent in Ganeshpur Rahmanpur,https://housing.com/rent/12376991-1000-sqft-3-bhk-apartment-on-rent-in-ganeshpur-rahmanpur-lucknow,Not Found,"₹15,000",1000 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Chowk,https://housing.com/rent/11476912-1500-sqft-1-rk-independent-floor-on-rent-in-chowk-lucknow,Not Found,"₹3,500",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/12459600-1200-sqft-2-bhk-independent-floor-on-rent-in-aliganj-lucknow,Not Found,"₹13,900",1200 sq.ft,Semi furnished
