title,link,subtitle,price,area,property_details,city,location,first_image_url
3 BHK Flat for rent in Sector 74,https://housing.com/rent/17082530-1295-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,32000,1295 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/9d26117678d26b01966affbac7eb0f2a/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17071006-1270-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,28500,1270 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/389981992c7b11d97529922cf55e579d/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17071095-1685-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,34500,1685 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/2bcd903e0b4681f3114580689a9a7038/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16911204-1045-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,35000,1045 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/0128bbeab99fe734cb88b1db98789df2/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16496148-1070-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,22000,1070 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/0c315ab3d79df4e2131c92e30b359865/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
5 BHK Flat for rent in Sector 107,https://housing.com/rent/16620737-6570-sqft-5-bhk-apartment-on-rent-in-sector-107-noida,County 107,330000,6570 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/68e7a88e817049e4a5947f956e4ed0fa/v0/large/5_bhk_apartment-for-rent-sector_107_noida-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16614128-495-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,19000,495 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b4ae8547cb315faf21019203c10689e7/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 74,https://housing.com/rent/16508255-930-sqft-2-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,25000,930 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/7d966742feac114a499815b4fd2bd2c6/v0/large/2_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
4 BHK Flat for rent in Sector 137,https://housing.com/rent/16958349-2494-sqft-4-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,80000,2494 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/553fb9a03a4a9c8fa6a88eb88b6f26d0/v0/large/4_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
4 BHK Flat for rent in Sector 137,https://housing.com/rent/16924205-1968-sqft-4-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,38000,1968 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4796b23194f71f6e50cea623ebdae222/v0/large/4_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16951824-1265-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,24000,1265 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/2817c0975e99ee47740dd4b099a8baf0/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 143B,https://housing.com/rent/16943796-1255-sqft-3-bhk-apartment-on-rent-in-sector-143b-noida,Sikka Karnam Greens,26000,1255 sq.ft,Semi furnished,Noida,Sector 143B,https://housing-images.n7net.in/01c16c28/c793f54eb63e49008cb86be48767b89e/v0/large/3_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16861002-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,26000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/496192679eb79da145bf4c9f6237c4ad/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16865969-1070-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,24000,1070 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/173b488b4f66df158dfff7f98c9c4c34/v0/large/2.5_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17052970-1315-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,28500,1315 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/48a53c4a2cfd8a249adbef053596c5a0/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16073240-1675-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Pious Hideaways,28000,1675 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/eb42151c36314989de780f65a5fd58fe/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17052668-1685-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,35000,1685 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/81d8d4456d1423544896161bcb1ffa13/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17052712-1315-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,28000,1315 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/010fefbb54c4df76f49b261bc2f8f226/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16956857-1425-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,35000,1425 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/7343a539709448b0b6f672293036c128/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16412837-1045-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,26000,1045 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b709198ff92e64be24480a9360ce91d9/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16979033-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,22000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/7771ea0633eef548ddfbc4a80b8eab97/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16978074-925-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,32000,925 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/9faccdda58680cff9aa341eacc021d00/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16981415-925-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,24000,925 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/c5c1a7a957f5b9566080e590d059f375/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16979352-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,28000,825 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/c57be6f88b1a7bec6d6e43c1f3e6c6ed/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16980282-1592-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,32000,1592 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b1035f3cc49ec241c2b801e07d160a55/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16823554-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,28000,825 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1f9ac431028ef02fff16dc653519c527/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16823500-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21001,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/df20d9bdea4c2e208e53c05e3ee1d1c5/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16843356-495-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,20000,495 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/073f55222f7b9b40a45ab6f6f9fbc903/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16843406-495-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,19000,495 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/cbf1df8ac08f8c4073e70fa07728141c/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16846026-1565-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,40000,1565 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/23959e1ee1e0ce528a8b918f98edc924/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16846451-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,25000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/e1ad68a593c53e5f0d7d6281a1a14b82/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 76,https://housing.com/rent/16852310-1835-sqft-3-bhk-apartment-on-rent-in-sector-76-noida,Amrapali Silicon City,55000,1835 sq.ft,Fully furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/bcf0c642cf0003f58eb0076d6a49aee0/v0/large/3_bhk_apartment-for-rent-sector_76-Noida-living_room.jpg
3 BHK Flat for rent in Phase 2,https://housing.com/rent/15483223-1418-sqft-3-bhk-apartment-on-rent-in-phase-2-noida,Logix Blossom County,32000,1418 sq.ft,Semi furnished,Noida,Phase 2,https://housing-images.n7net.in/01c16c28/FDF61A395F60467C8CC920BD089103E9/v0/large/3_bhk_apartment-for-rent-phase_2_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 135,https://housing.com/rent/16845987-940-sqft-2-bhk-apartment-on-rent-in-sector-135-noida,Today Ridge Residency,34000,940 sq.ft,Fully furnished,Noida,Sector 135,https://housing-images.n7net.in/01c16c28/22de89f19f1f4a32b58a9d323031005c/v0/large/2_bhk_apartment-for-rent-sector_135-Bajidpur-living_room.jpg
2 BHK Flat for rent in Sector 151,https://housing.com/rent/16900025-953-sqft-2-bhk-apartment-on-rent-in-sector-151-noida,Jaypee Aman,15750,953 sq.ft,Semi furnished,Noida,Sector 151,https://housing-images.n7net.in/01c16c28/7082758ae82ca6fbfc00d8107c82b780/v0/large/2_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg
3 BHK Flat for rent in Sector 151,https://housing.com/rent/16900202-1350-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,Jaypee Aman,17250,1350 sq.ft,Semi furnished,Noida,Sector 151,https://housing-images.n7net.in/01c16c28/2af1d6f67f5fc5476223b599cbea1d93/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg
3 BHK Flat for rent in Sector 151,https://housing.com/rent/16900143-1430-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,Jaypee Aman,20000,1430 sq.ft,Fully furnished,Noida,Sector 151,https://housing-images.n7net.in/01c16c28/0960f03247a85eed24520acbe094c6a9/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16947798-1295-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,29000,1295 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/0ab6e632cefa5dfe47179a214ab35bac/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/14925763-1080-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,27000,1080 sq.ft,Un-furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1CA6CE02DC2E4C6DBCB1B30805BE2EC7/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16526505-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825 sq.ft,Un-furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/2012c8176bc82c92c89080d1c1940c03/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/14782181-1082-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,27000,1082 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/4f2250e8/31204518c608ee174adcdc737f7f50b8/v0/large.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16870473-1440-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,32000,1440 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/397285eb1f434a1487be22823ee62ee7/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 74,https://housing.com/rent/16870584-1325-sqft-2.5-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,31000,1325 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/488634e24b004090bb91f768191ae4e8/v0/large/2.5_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16573459-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Eureka Park By Tata Value Homes,23000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/9255d8298fd96e286b154438dea809b7/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16977555-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,30000,825 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/f6f147e7607e4924a16fdc0a4b78c569/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16977886-1285-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,30000,1285 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/5db547fe269c49a6996fbb39198b19f8/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16980340-1070-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,33000,1070 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1744262785397_0f482088d9084d10db0c33ac819f1d08/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16977801-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,24000,925 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/f556ddbc9dff3f207e21dbfa36a29c8e/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16977868-1070-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,34000,1070 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b02cf25a8da54f189cfdfc762fca269c/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16978196-1070-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,25000,1070 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/8595a596a1dc434db1ce44ca1c08ba5c/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16981308-960-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,32000,960 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/d499b7008f144b388395c518bd881a53/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16987821-1565-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,32000,1565 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/3f436a51599946939f810f4efe38770d/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/14266157-425-sqft-1-rk-apartment-on-rent-in-sector-137-noida,Not Found,21000,425 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/BB7264FB41E745EB87E008F36CA7EC65/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16977502-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,20000,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/79e0a6f94058466d8cc0d251dd11b4e8/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16960610-1425-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,45000,1425 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1594ea175c464f89bc83ad092bc02d9f/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/15622685-425-sqft-1-rk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti by Supertech Limited,20500,425 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/147979275d06078a76519ac9f58cb3a7/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg
2 BHK Flat for rent in Sector 143B,https://housing.com/rent/16776001-940-sqft-2-bhk-apartment-on-rent-in-sector-143b-noida,Sikka Karnam Greens,23500,940 sq.ft,Semi furnished,Noida,Sector 143B,https://housing-images.n7net.in/01c16c28/e3422fd293b84c4bb10f2cd4696a1661/v0/large/2_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg
3 BHK Flat for rent in Sector 143B,https://housing.com/rent/16762711-1255-sqft-3-bhk-apartment-on-rent-in-sector-143b-noida,Sikka Karnam Greens,29500,1255 sq.ft,Semi furnished,Noida,Sector 143B,https://housing-images.n7net.in/01c16c28/2f63819bdb3d48aab8f66e13761a17e6/v0/large/3_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16910972-1045-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,24500,1045 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/ce8786015442da38ee85bae5bbd9a7a0/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16906323-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0b04757752b8aa15a3d611af1f02700b/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
